LOOPLOG,1638283849.961,Outflow_ON,696,634,634
LOOPLOG,1638283870.018,Outflow_OFF,692,20033,20668
LOOPLOG,1638283889.383,Outflow_ON,694,39385,40019
LOOPLOG,1638283909.436,Outflow_OFF,693,20034,60053
LOOPLOG,1638283909.473,Inflow_ON,693,60054,60054
LOOPLOG,1638283919.467,Inflow_OFF,694,10017,70077
LOOPLOG,1638283949.555,Outflow_ON,693,60117,100137
LOOPLOG,1638283968.768,Manually Switching on valve:IN - IN; Switching ON for (ms): 1800000
LOOPLOG,1638283970.181,Manually Switching off valve: - IN 0
LOOPLOG,1638283970.284,Outflow_OFF,691,20712,120849
LOOPLOG,1638283970.321,Inflow_ON,691,60790,120850
LOOPLOG,1638283980.318,Inflow_OFF,694,10016,130875
LOOPLOG,1638284328.135,Manually Switching on valve:IN - IN; Switching ON for (ms): 1800000
LOOPLOG,1638284404.546,Manually Switching off valve: - IN 0
LOOPLOG,1638284404.645,Outflow_ON,288,454704,554841
LOOPLOG,1638284424.329,Outflow_ON,718,855,855
LOOPLOG,1638284444.382,Outflow_OFF,731,20031,20886
LOOPLOG,1638284748.677,Outflow_ON,317,324068,324924
LOOPLOG,1638284768.73,Outflow_OFF,720,20032,344956
LOOPLOG,1638284768.767,Inflow_ON,720,344957,344958
LOOPLOG,1638284778.765,Inflow_OFF,742,10015,354983
LOOPLOG,1638284875.369,Outflow_ON,339,126583,451507
LOOPLOG,1638284895.421,Outflow_OFF,705,20032,471539
LOOPLOG,1638284895.458,Inflow_ON,705,126573,471541
LOOPLOG,1638284905.456,Inflow_OFF,696,10017,481566
LOOPLOG,1638285475.307,Outflow_ON,334,599426,1050933
LOOPLOG,1638285495.36,Outflow_OFF,734,20032,1070966
LOOPLOG,1638285495.397,Inflow_ON,734,599417,1070968
LOOPLOG,1638285505.395,Inflow_OFF,734,10017,1080995
LOOPLOG,1638286476.0,Outflow_ON,341,999845,2050778
LOOPLOG,1638286496.053,Outflow_OFF,722,20032,2070811
LOOPLOG,1638286496.336,Inflow_ON,722,999834,"2070814LLOG",719,722
LOOPLOG,1638286506.1,Inflow_OFF,719,10017,2080841
LOOPLOG,1638287485.192,Outflow_ON,348,1008319,3059099
LOOPLOG,1638287505.241,Outflow_OFF,726,20033,3079133
LOOPLOG,1638287505.282,Inflow_ON,726,1008309,3079136
LOOPLOG,1638287515.276,Inflow_OFF,727,10017,3089162
LOOPLOG,1638288530.94,Outflow_ON,337,1044864,4103964
LOOPLOG,1638288550.989,Outflow_OFF,734,20033,4123997
LOOPLOG,1638288551.03,Inflow_ON,734,1044853,4124001
LOOPLOG,1638288561.036,Inflow_OFF,735,10017,4134027
LOOPLOG,1638289895.939,Outflow_ON,339,1363835,5467800
LOOPLOG,1638289915.992,Outflow_OFF,735,20033,5487833
LOOPLOG,1638289916.029,Inflow_ON,735,1363824,5487837
LOOPLOG,1638289926.027,Inflow_OFF,735,10017,5497863
LOOPLOG,1638290430.992,Outflow_ON,290,534600,6002400
LOOPLOG,1638290451.11,Outflow_OFF,539,20102,6022502
LOOPLOG,1638290451.151,Inflow_ON,539,534656,6022504
LOOPLOG,1638290461.133,Inflow_OFF,290,10004,6032518
LOOPLOG,1638290488.493,Manually Switching on valve:IN - IN; Switching ON for (ms): 1800000
LOOPLOG,1638290872.664,Manually Switching off valve: - IN 0
LOOPLOG,1638342501.946,Outflow_ON,347,52027205,58029605
LOOPLOG,1638342521.983,Outflow_OFF,151,20022,58049627
LOOPLOG,1638342522.024,Inflow_ON,151,52027113,58049632
LOOPLOG,1638342563.113,Outflow_ON,346,61120,58090725
LOOPLOG,1638342583.154,Outflow_OFF,175,20021,58110747
LOOPLOG,1638342583.195,Inflow_ON,175,61105,58110750
LOOPLOG,1638342593.188,Inflow_OFF,443,10012,58120773
LOOPLOG,1638355452.152,Outflow_ON,349,12878176,70968902
LOOPLOG,1638355472.201,Outflow_OFF,332,20033,70988936
LOOPLOG,1638355472.242,Inflow_ON,332,12878177,70988942
LOOPLOG,1638355482.24,Inflow_OFF,328,10017,70998969
LOOPLOG,1638356127.331,Outflow_ON,349,674612,71643516
LOOPLOG,1638356147.384,Outflow_OFF,324,20033,71663549
LOOPLOG,1638356147.425,Inflow_ON,324,674598,71663553
LOOPLOG,1638356157.419,Inflow_OFF,330,10016,71673579
LOOPLOG,1638357091.235,Outflow_ON,349,963089,72606605
LOOPLOG,1638357111.285,Outflow_OFF,332,20032,72626638
LOOPLOG,1638357111.325,Inflow_ON,332,963076,72626642
LOOPLOG,1638357121.323,Inflow_OFF,327,10015,72636669
LOOPLOG,1638358303.658,Outflow_ON,349,1211398,73818004
LOOPLOG,1638358323.707,Outflow_OFF,316,20033,73838038
LOOPLOG,1638358323.748,Inflow_ON,316,1211386,73838043
LOOPLOG,1638358333.746,Inflow_OFF,303,10017,73848070
LOOPLOG,1638359100.45,Outflow_ON,349,796124,74614129
LOOPLOG,1638359120.502,Outflow_OFF,321,20034,74634163
LOOPLOG,1638359120.539,Inflow_ON,321,796110,74634166
LOOPLOG,1638359130.537,Inflow_OFF,316,10017,74644194
LOOPLOG,1638359818.372,Outflow_ON,349,717317,75331446
LOOPLOG,1638359838.421,Outflow_OFF,331,20033,75351479
LOOPLOG,1638359838.462,Inflow_ON,331,717303,75351483
LOOPLOG,1638359848.464,Inflow_OFF,333,10017,75361510
LOOPLOG,1638360748.237,Outflow_ON,348,929078,76260525
LOOPLOG,1638360768.289,Outflow_OFF,316,20032,76280558
LOOPLOG,1638360768.33,Inflow_ON,316,929065,76280561
LOOPLOG,1638360778.328,Inflow_OFF,313,10017,76290588
LOOPLOG,1638361426.835,Outflow_ON,348,678024,76938549
LOOPLOG,1638361446.884,Outflow_OFF,339,20032,76958582
LOOPLOG,1638361446.925,Inflow_ON,339,678011,76958585
LOOPLOG,1638361456.931,Inflow_OFF,329,10016,76968612
LOOPLOG,1638362206.891,Outflow_ON,349,779389,77717939
LOOPLOG,1638362226.94,Outflow_OFF,328,20032,77737971
LOOPLOG,1638362226.981,Inflow_ON,328,779376,77737975
LOOPLOG,1638362236.991,Inflow_OFF,316,10015,77748002
LOOPLOG,1638363449.065,Outflow_ON,339,1241114,78959053
LOOPLOG,1638363469.118,Outflow_OFF,327,20034,78979087
LOOPLOG,1638363469.159,Inflow_ON,327,1241102,78979094
LOOPLOG,1638363479.157,Inflow_OFF,309,10017,78989121
LOOPLOG,1638364190.023,Outflow_ON,348,740326,79699379
LOOPLOG,1638364210.063,Outflow_OFF,344,20032,79719411
LOOPLOG,1638364210.104,Inflow_ON,344,740308,79719415
LOOPLOG,1638364220.102,Inflow_OFF,317,10016,79729442
LOOPLOG,1638365093.879,Outflow_ON,344,903104,80602483
LOOPLOG,1638365113.928,Outflow_OFF,320,20033,80622517
LOOPLOG,1638365113.969,Inflow_ON,320,903092,80622521
LOOPLOG,1638365123.967,Inflow_OFF,314,10017,80632548
LOOPLOG,1638366011.959,Outflow_ON,345,917304,81519789
LOOPLOG,1638366032.005,Outflow_OFF,326,20032,81539821
LOOPLOG,1638366032.046,Inflow_ON,326,917290,81539824
LOOPLOG,1638366042.043,Inflow_OFF,313,10016,81549851
LOOPLOG,1638366207.178,Outflow_ON,349,195056,81714845
LOOPLOG,1638366227.24,Outflow_OFF,323,20033,81734879
LOOPLOG,1638366227.28,Inflow_ON,323,195051,81734893
LOOPLOG,1638366237.278,Inflow_OFF,339,10017,81744920
LOOPLOG,1638366268.705,Outflow_ON,345,61474,81776320
LOOPLOG,1638366288.755,Outflow_OFF,303,20033,81796353
LOOPLOG,1638366288.795,Inflow_ON,303,61451,81796356
LOOPLOG,1638367007.332,Outflow_ON,348,738000,82514320
LOOPLOG,1638367027.381,Outflow_OFF,313,20032,82534353
LOOPLOG,1638367027.422,Inflow_ON,313,737988,82534358
LOOPLOG,1638367037.428,Inflow_OFF,351,10017,82544385
LOOPLOG,1638367121.7,Outflow_ON,349,114263,82628585
LOOPLOG,1638367141.753,Outflow_OFF,339,20032,82648619
LOOPLOG,1638367141.79,Inflow_ON,339,114251,82648622
LOOPLOG,1638367151.788,Inflow_OFF,347,10017,82658649
LOOPLOG,1638368121.287,Outflow_ON,345,998746,83627332
LOOPLOG,1638368141.353,Outflow_OFF,332,20033,83647365
LOOPLOG,1638368141.394,Inflow_ON,332,998743,83647382
LOOPLOG,1638368151.391,Inflow_OFF,361,10017,83657409
LOOPLOG,1638369082.997,Outflow_ON,347,960897,84588230
LOOPLOG,1638369103.046,Outflow_OFF,307,20033,84608263
LOOPLOG,1638369103.087,Inflow_ON,307,9608L2,84608265
LOOPLOG,1638369113.085,Inflow_OFF,329,10016,84618281
LOOPLOG,1638369201.329,Outflow_ON,349,118219,84706450
LOOPLOG,1638369221.382,Outflow_OFF,325,20032,84726482
LOOPLOG,1638369221.419,Inflow_ON,325,118218,84726487
LOOPLOG,1638369231.417,Inflow_OFF,347,10017,84736514
LOOPLOG,1638369667.867,Outflow_ON,349,466142,85172592
LOOPLOG,1638369687.916,Outflow_OFF,334,20033,85192625
LOOPLOG,1638369687.957,Inflow_ON,334,466129,85192629
LOOPLOG,1638369697.954,Inflow_OFF,369,10016,85202655
LOOPLOG,1638370642.462,Outflow_ON,349,973761,86146354
LOOPLOG,1638370662.498,Outflow_OFF,341,20032,86166386
LOOPLOG,1638370662.539,Inflow_ON,341,973748,86166390
LOOPLOG,1638371049.938,Outflow_ON,345,407146,86553500
LOOPLOG,1638371069.991,Outflow_OFF,316,20033,86573534
